user,CSS3,HTML,Googlemap,Memcached,name,Git,Cpp,jQueryUI,NumPy,Julia,SQL,Scala,HTMLDOM,Rust,Linux,JavaScript,Maven,Bootstrap3,MySQL,MongoDB,Python2x,MVC,FontAwesome,XPath,JSON,Eclipse,PostgreSQL,jQuery,Designpatterns,Nodejs,Chartjs,JSP,Java,Docker,W3C,XLink,Foundation,Echarts,XQuery,Highcharts,Kotlin,Pandas,C,Razor,ASPNET,Scipy,XSLT,WebHosting,SQLite,AppML,Matplotlib,AngularJS,servlet,HTML5,ionic,DTD,PHP,Bootstrap4,SVG,XPointer,BrowserInformation,XSLFO,WebsiteBuilding,jQueryMobile,Vue3,TCPIP,Redis,SOAP,Swift,algorithms,WebService,Perl,ASP,RDF,Svn,VBScript,XML,Vuejs,AJAX,WebPages,Django,TypeScript,c_s,XMLDOM,Bootstrap5,Python,WebsiteQuality,Go,WSDL,CSS,XMLSchema,RSS,HTTP,R,WebForms,Markdown,Lua,AngularJS2,React,Ruby,regular,id
user62,0,9,9,9,9,9,0,9,9,9,0,0,9,9,9,9,0,0,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,9,9,0,9,9,9,9,9,9,9,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,63
user63,9,0,0,0,9,9,9,9,9,0,0,9,0,9,0,0,0,9,9,9,9,0,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,0,9,9,9,0,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,0,0,9,9,9,9,9,0,0,9,9,9,0,9,9,9,9,9,9,9,9,0,9,9,0,64
user64,0,0,0,3,0,0,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,0,3,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,3,0,3,3,3,3,3,3,0,3,3,3,0,0,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,0,3,3,0,0,3,3,0,3,3,3,3,0,0,3,3,3,3,0,3,3,3,0,3,65
user65,9,0,0,9,9,0,9,9,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,0,9,0,9,9,9,0,9,9,9,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,0,9,0,9,9,0,9,9,9,9,9,9,0,9,9,9,9,0,9,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,66
user66,0,9,9,9,0,9,9,9,9,9,9,0,9,9,9,0,0,0,0,9,9,9,0,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,0,0,0,9,9,0,9,9,9,9,9,9,0,9,9,0,9,9,0,9,0,9,9,9,9,0,9,9,9,9,9,0,9,0,9,9,9,9,9,0,9,9,0,0,9,9,9,9,9,9,0,9,9,9,9,0,9,9,9,9,9,9,67
user67,8,8,8,8,8,0,8,0,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,0,8,8,8,8,0,0,8,8,8,8,0,8,8,8,8,0,8,0,8,68
user68,6,6,6,6,0,6,6,0,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,0,6,6,0,6,6,0,6,6,6,6,0,0,6,6,0,6,6,6,6,6,0,6,6,6,0,0,0,6,6,6,6,6,6,6,0,0,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,0,6,0,6,0,6,6,6,6,6,6,6,6,6,6,0,6,69
user69,3,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,0,3,0,0,3,0,0,3,3,0,3,3,3,3,0,0,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,70
user70,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,71
user71,2,2,0,2,2,2,2,0,2,2,2,2,2,0,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,0,0,0,2,2,2,2,0,2,2,2,2,0,2,0,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,0,2,2,2,2,2,2,2,72
user72,2,2,2,2,2,2,0,2,2,0,0,2,2,2,2,2,2,2,2,2,2,0,0,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,73
user73,0,7,7,0,7,7,0,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,0,7,0,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,0,7,7,0,7,7,7,0,7,7,7,0,7,7,7,0,0,7,7,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,74
user74,0,5,5,0,5,5,5,0,5,0,5,5,0,0,5,0,5,5,0,5,5,0,5,5,5,0,5,5,5,5,5,0,5,5,0,5,0,0,0,5,5,5,5,5,5,5,5,5,0,5,5,5,5,0,5,5,5,5,5,5,5,0,5,5,5,5,0,0,5,5,5,5,0,5,5,5,5,5,0,5,5,5,5,5,0,5,5,0,0,0,5,5,0,5,5,5,5,0,5,5,5,75
user75,3,0,0,3,0,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,3,3,0,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,0,76
user76,7,7,0,7,7,7,7,0,0,7,7,7,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,0,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,0,0,0,7,7,7,7,7,0,7,7,7,7,7,7,7,7,0,7,7,7,7,0,7,7,7,7,0,7,7,7,7,7,7,7,77
user77,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,0,3,0,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,3,0,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,0,3,78
user78,4,0,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,0,4,4,4,4,4,0,4,4,4,4,4,0,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,0,4,4,4,4,4,0,4,4,0,4,4,0,4,4,4,4,0,4,4,4,4,4,0,0,0,0,4,0,4,4,4,0,0,0,0,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,79
user79,3,0,3,3,3,3,3,3,3,0,3,0,0,3,3,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,0,0,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,0,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,3,3,3,0,80
user80,0,8,8,8,8,8,0,8,0,8,0,8,8,8,0,0,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,0,8,0,8,0,8,0,8,8,8,0,0,8,8,8,0,8,8,8,8,0,8,0,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,81
user81,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,82
user82,6,6,6,6,6,6,0,6,0,0,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,0,6,6,6,6,6,6,0,6,6,6,0,0,0,6,6,6,6,0,6,6,6,6,0,6,0,6,0,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,0,0,6,6,0,0,0,6,6,6,6,83
user83,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0,6,6,6,0,6,6,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,0,6,6,6,6,6,6,6,0,6,0,0,6,6,6,6,6,6,6,6,6,6,0,6,6,0,6,0,6,6,6,6,0,0,6,0,6,6,6,6,6,6,6,0,6,0,6,84
user84,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,0,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,0,0,2,0,0,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,85
user85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,86
user86,0,0,4,4,0,4,4,4,0,4,4,4,4,4,4,4,4,4,4,0,4,4,4,0,0,4,4,4,4,4,0,0,4,4,0,4,4,4,4,0,4,4,4,4,4,0,4,4,4,0,4,0,4,4,0,0,4,4,0,4,0,4,4,4,4,4,4,0,4,4,4,4,0,4,4,4,0,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0,4,0,4,4,4,4,4,4,87
user87,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,88
user88,0,8,0,8,0,8,0,0,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8,0,8,8,0,0,8,8,8,8,8,0,8,8,8,8,8,0,8,8,8,0,8,8,8,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,8,8,0,8,8,8,8,89
user89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
user90,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,0,8,8,8,0,8,8,0,8,8,8,8,8,8,8,0,0,8,8,8,8,0,0,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,91
user91,0,5,5,0,0,5,5,0,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,0,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,5,5,5,5,5,0,5,0,0,5,0,5,5,5,0,5,5,0,0,5,0,5,5,92
user92,6,6,0,6,0,6,6,0,0,0,6,6,0,6,6,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,0,6,6,0,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,0,0,6,6,6,0,6,0,93
user93,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,0,0,2,2,2,94
user94,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5,0,5,5,0,5,5,5,0,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,0,5,0,5,5,5,0,5,0,5,5,5,5,0,5,5,5,5,5,5,5,5,5,0,5,0,5,5,5,5,5,5,0,5,5,0,5,5,5,5,5,5,0,95
user95,8,8,8,0,0,8,8,8,8,8,8,8,8,8,8,8,0,8,8,0,0,8,0,8,8,8,8,8,8,8,8,8,0,8,8,0,0,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,0,0,0,8,0,8,8,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,0,8,8,0,96
user96,7,0,7,7,7,7,7,7,0,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,7,0,7,7,0,7,7,0,7,0,0,7,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,0,7,7,7,7,7,0,7,7,7,7,7,0,7,0,7,7,7,7,7,0,0,7,7,0,0,0,7,0,7,0,97
user97,9,9,0,9,9,0,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,0,9,0,9,0,9,9,9,9,0,0,0,9,9,9,9,9,9,9,9,0,9,0,0,9,0,9,0,9,9,9,0,0,9,9,9,9,9,9,9,0,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,0,98
user98,9,9,0,9,9,9,0,9,0,9,0,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,0,9,0,9,0,9,9,9,9,9,0,9,9,9,0,9,9,0,9,0,0,9,9,9,0,9,9,9,9,9,9,9,0,0,9,9,0,9,9,9,0,0,9,9,9,0,0,9,9,9,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,0,9,9,9,99
user99,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,100
user100,0,5,0,0,5,5,5,5,5,5,5,0,0,0,5,5,5,5,0,5,5,5,5,0,5,5,0,5,5,5,5,0,5,5,0,5,5,5,0,5,0,5,0,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,0,5,5,5,0,5,5,5,5,5,5,0,5,5,5,0,5,5,5,5,0,5,0,5,101
user101,7,0,7,7,7,7,7,7,0,7,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,7,7,0,7,0,0,0,7,7,7,0,7,7,0,7,7,7,7,7,0,7,7,7,7,7,7,7,7,0,7,7,0,7,7,7,7,0,7,7,0,7,0,7,0,7,7,0,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,102
user102,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,0,10,10,10,0,10,10,10,10,10,10,10,0,10,0,0,10,0,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,0,103
user103,8,8,8,8,8,0,8,8,8,0,8,8,8,8,0,0,0,8,8,8,8,8,8,8,8,8,0,8,8,0,8,0,8,8,8,8,8,8,0,0,0,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,0,8,8,8,0,8,8,8,8,0,0,8,8,8,8,8,0,0,8,8,8,8,8,8,8,0,0,0,8,8,8,8,8,0,0,8,8,8,8,8,0,0,8,8,8,104
user104,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,2,2,2,0,2,2,2,2,2,2,2,0,0,2,0,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,105
user105,0,0,9,9,9,9,0,9,9,9,9,9,0,0,9,9,9,9,9,0,9,9,9,9,9,9,9,9,0,9,9,9,9,0,0,0,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,0,9,9,0,0,9,0,9,9,9,9,9,0,9,9,0,0,0,9,9,9,0,9,9,9,9,0,0,9,9,9,0,9,9,9,9,9,9,9,0,0,0,9,9,9,9,9,9,106
user106,0,3,3,0,3,3,3,0,3,0,3,0,0,3,3,3,0,3,3,3,3,0,3,3,3,3,0,3,3,0,3,0,3,3,3,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,0,3,3,0,3,0,3,3,0,0,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,107
user107,3,3,3,3,3,3,3,0,0,3,0,3,3,0,0,3,0,3,0,3,0,3,3,3,0,0,3,3,3,3,3,3,0,0,3,3,0,3,3,3,3,3,3,3,3,3,0,3,0,0,3,3,0,3,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,0,3,3,0,3,3,3,3,3,0,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,108
user108,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,0,9,9,9,9,9,9,9,0,9,0,0,0,9,9,9,9,9,9,9,0,9,0,9,9,9,9,9,0,0,0,0,9,9,0,9,0,9,0,9,0,9,9,9,9,0,0,0,9,0,9,9,9,0,9,9,9,9,9,9,0,9,9,9,0,9,0,0,9,9,109
user109,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,0,10,10,10,10,10,0,0,10,0,10,10,10,10,10,0,0,10,10,0,10,10,10,10,10,10,0,10,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,10,10,10,0,10,10,10,10,0,10,10,10,10,0,10,10,10,10,0,10,10,110
user110,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,0,0,0,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,0,111
user111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
user112,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,0,10,10,10,0,0,10,0,10,10,10,0,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,10,10,10,0,0,10,0,10,0,10,10,10,0,10,10,10,10,10,10,10,0,10,0,10,10,0,0,0,0,10,10,0,0,10,10,0,10,0,10,10,10,10,10,10,113
user113,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,114
user114,5,0,5,5,0,5,5,5,0,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0,5,0,5,5,0,5,5,5,5,0,5,0,5,5,5,0,5,5,5,5,5,0,5,5,5,5,5,5,5,0,0,0,5,5,5,5,5,5,0,0,5,5,5,0,5,5,5,5,0,5,5,5,0,5,5,5,5,5,5,5,5,5,0,5,5,5,115
user115,3,3,0,3,3,0,3,3,3,3,3,3,0,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,0,3,0,3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,3,0,0,116
user116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
user117,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,118
user118,9,0,9,0,9,9,9,9,0,9,0,9,0,0,9,9,9,0,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,0,9,9,9,9,9,9,9,0,9,0,9,9,9,9,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,0,9,9,9,9,9,9,9,0,9,9,9,9,9,0,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,119
user119,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,0,0,6,0,0,6,6,6,6,0,6,0,6,6,0,6,6,6,6,0,6,6,6,0,6,0,6,6,6,6,0,0,6,6,6,6,0,6,6,6,6,0,6,0,6,6,6,6,0,6,6,6,6,6,0,0,6,6,6,6,6,6,6,0,6,6,0,6,6,6,6,6,6,6,6,6,6,6,0,120
user120,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,0,0,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,121
user121,8,8,8,8,0,8,8,8,8,0,8,0,8,8,0,8,8,0,0,8,8,8,8,0,8,8,0,8,8,0,8,8,8,0,8,8,8,8,0,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,0,0,8,8,8,8,8,8,8,8,8,0,8,8,8,0,8,8,8,8,8,8,0,8,8,0,8,8,0,0,8,8,0,8,8,122
user122,3,0,3,3,0,3,3,3,3,0,3,3,3,3,3,0,0,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,3,3,0,0,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,123
user123,5,5,0,5,5,5,5,5,5,5,5,0,0,5,5,5,0,5,5,5,5,5,0,5,5,5,0,5,0,5,0,0,5,5,5,5,5,0,5,5,5,5,0,5,0,5,0,0,0,0,5,5,5,5,5,5,5,0,5,5,0,5,0,0,5,5,0,5,5,5,0,5,5,5,5,5,5,0,5,5,5,5,5,0,5,5,5,5,0,0,5,0,5,0,5,5,5,5,5,5,5,124
user124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
user125,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,0,10,0,10,10,10,10,10,10,10,0,10,10,10,0,0,0,0,0,10,0,10,10,10,10,10,10,10,0,10,0,10,0,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,10,10,0,10,10,10,126
user126,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,0,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,0,0,9,0,0,0,9,9,0,0,9,9,9,9,9,9,9,127
